SalesOrderID,SalesOrderDetailID,OrderQty,ProductID,LineTotal
43722,378,1,751,3578.270000
43724,380,1,750,3578.270000
43725,381,1,750,3578.270000
43727,383,1,750,3578.270000
43728,384,1,752,3578.270000
43729,385,1,773,3399.990000
43730,386,1,773,3399.990000
43731,387,1,753,3578.270000
43732,388,1,777,3374.990000
43733,389,1,751,3578.270000
43734,390,1,751,3578.270000
43735,391,1,749,3578.270000
43736,392,1,773,3399.990000
43737,393,1,750,3578.270000
43738,394,1,751,3578.270000
43739,395,1,749,3578.270000
43740,396,1,751,3578.270000
43741,397,1,749,3578.270000
43742,398,1,753,3578.270000
43743,399,1,774,3399.990000
43744,400,1,752,3578.270000
43745,401,1,750,3578.270000
43746,402,1,751,3578.270000
43747,403,1,753,3578.270000
43748,404,1,752,3578.270000
43749,405,1,753,3578.270000
43750,406,1,750,3578.270000
43751,407,1,752,3578.270000
43752,408,1,750,3578.270000
43753,409,1,749,3578.270000
43754,410,1,751,3578.270000
43755,411,1,750,3578.270000
43757,413,1,777,3374.990000
43758,414,1,749,3578.270000
43759,415,1,749,3578.270000
43760,416,1,753,3578.270000
43761,417,1,749,3578.270000
43762,418,1,753,3578.270000
43763,419,1,752,3578.270000
43764,420,1,749,3578.270000
43765,421,1,773,3399.990000
43766,422,1,752,3578.270000
43767,423,1,777,3374.990000
43768,424,1,751,3578.270000
43769,425,1,751,3578.270000
43770,426,1,751,3578.270000
43772,428,1,751,3578.270000
43773,429,1,753,3578.270000
43774,430,1,752,3578.270000
43775,431,1,774,3399.990000
43776,432,1,753,3578.270000
43777,433,1,750,3578.270000
43778,434,1,772,3399.990000
43780,436,1,750,3578.270000
43781,437,1,751,3578.270000
43782,438,1,751,3578.270000
43783,439,1,751,3578.270000
43784,440,1,749,3578.270000
43785,441,1,750,3578.270000
43786,442,1,750,3578.270000
43787,443,1,771,3399.990000
43788,444,1,778,3374.990000
43789,445,1,778,3374.990000
43790,446,1,771,3399.990000
43791,447,1,753,3578.270000
43792,448,1,751,3578.270000
43793,449,1,771,3399.990000
43794,450,1,774,3399.990000
43795,451,1,751,3578.270000
43797,453,1,751,3578.270000
43798,454,1,749,3578.270000
43799,455,1,751,3578.270000
43800,456,1,750,3578.270000
43801,457,1,750,3578.270000
43802,458,1,751,3578.270000
43803,459,1,753,3578.270000
43804,460,1,749,3578.270000
43806,462,1,751,3578.270000
43807,463,1,751,3578.270000
43808,464,1,752,3578.270000
43809,465,1,749,3578.270000
43810,466,1,772,3399.990000
43811,467,1,773,3399.990000
43812,468,1,751,3578.270000
43813,469,1,777,3374.990000
43814,470,1,777,3374.990000
43815,471,1,750,3578.270000
43816,472,1,753,3578.270000
43817,473,1,749,3578.270000
43818,474,1,751,3578.270000
43819,475,1,773,3399.990000
43820,476,1,751,3578.270000
43821,477,1,749,3578.270000
43822,478,1,752,3578.270000
43825,481,1,752,3578.270000
43826,482,1,775,3374.990000
43828,484,1,749,3578.270000
43829,485,1,749,3578.270000
43830,486,1,750,3578.270000
43831,487,1,776,3374.990000
43832,488,1,749,3578.270000
43833,489,1,749,3578.270000
43834,490,1,775,3374.990000
43835,491,1,775,3374.990000
43837,493,1,777,3374.990000
43838,494,1,752,3578.270000
43839,495,1,750,3578.270000
43841,497,1,753,3578.270000
43842,498,1,751,3578.270000
43843,499,2,774,4079.988000
43843,500,2,778,4049.988000
43843,502,5,777,10124.970000
43843,506,2,771,4079.988000
43843,508,3,776,6074.982000
43844,509,4,775,8099.976000
43844,510,2,776,4049.988000
43844,511,3,777,6074.982000
43845,520,2,753,4293.924000
43848,533,4,776,8099.976000
43848,534,2,771,4079.988000
43849,535,2,776,4049.988000
43849,537,2,777,4049.988000
43849,538,2,771,4079.988000
43849,544,2,774,4079.988000
43853,570,2,777,4049.988000
43853,573,4,776,8099.976000
43853,574,2,775,4049.988000
43853,575,3,778,6074.982000
43858,614,2,753,4293.924000
43860,631,2,753,4293.924000
43862,662,4,771,8159.976000
43862,664,3,777,6074.982000
43862,665,4,773,8159.976000
43862,668,2,774,4079.988000
43864,675,5,772,10199.970000
43864,678,2,778,4049.988000
43864,679,4,776,8099.976000
43864,681,2,771,4079.988000
43864,682,4,773,8159.976000
43867,703,2,776,4049.988000
43867,705,2,773,4079.988000
43867,708,4,771,8159.976000
43867,711,2,778,4049.988000
43867,717,2,777,4049.988000
43869,721,5,775,10124.970000
43869,722,2,777,4049.988000
43869,724,5,771,10199.970000
43869,725,4,772,8159.976000
43869,728,5,778,10124.970000
43873,767,2,749,4293.924000
43873,774,5,758,4373.970000
43873,782,6,754,5248.764000
43873,791,2,753,4293.924000
43875,794,6,778,12149.964000
43875,799,7,774,14279.958000
43875,800,6,771,12239.964000
43875,802,5,748,3612.974500
43875,803,12,773,23190.651792
43875,805,13,775,24938.476108
43875,806,2,772,4079.988000
43875,807,8,776,16199.952000
43875,810,2,777,4049.988000
43877,826,3,771,6119.982000
43877,827,2,775,4049.988000
43877,828,4,774,8159.976000
43880,868,2,753,4293.924000
43881,874,2,776,4049.988000
43881,875,2,778,4049.988000
43881,876,5,772,10199.970000
43881,877,3,774,6119.982000
43881,878,3,777,6074.982000
43881,880,4,773,8159.976000
43883,898,2,753,4293.924000
43884,904,10,777,20249.940000
43884,905,5,776,10124.970000
43884,906,5,773,10199.970000
43884,909,4,778,8099.976000
43884,912,8,771,16319.952000
43884,914,2,775,4049.988000
43884,916,14,772,27055.760424
43884,918,4,774,8159.976000
43886,943,2,753,4293.924000
43888,954,5,754,4373.970000
43890,962,5,771,10199.970000
43890,963,2,777,4049.988000
43890,964,7,773,14279.958000
43890,965,2,774,4079.988000
43890,967,5,772,10199.970000
43890,968,2,776,4049.988000
43890,971,8,775,16199.952000
43890,973,3,778,6074.982000
43891,975,2,775,4049.988000
43891,978,3,773,6119.982000
43891,979,3,771,6119.982000
43891,981,2,776,4049.988000
43891,982,3,772,6119.982000
43891,983,2,777,4049.988000
43892,986,2,753,4293.924000
43894,999,2,777,4049.988000
43894,1000,3,775,6074.982000
43894,1001,4,776,8099.976000
43894,1003,5,778,10124.970000
43894,1004,2,771,4079.988000
43895,1012,2,771,4079.988000
43895,1013,4,778,8099.976000
43895,1015,2,775,4049.988000
43895,1016,2,772,4079.988000
43895,1017,4,776,8099.976000
43897,1026,5,772,10199.970000
43897,1027,2,778,4049.988000
43897,1028,4,777,8099.976000
43897,1029,2,775,4049.988000
43897,1033,6,771,12239.964000
43897,1034,5,776,10124.970000
43898,1039,13,770,5165.776980
43898,1041,4,755,3499.176000
43898,1048,3,753,6440.886000
43898,1056,10,758,8747.940000
43898,1058,8,765,3355.671200
43898,1064,2,749,4293.924000
43900,1080,4,771,8159.976000
43900,1082,2,772,4079.988000
43900,1083,2,776,4049.988000
43900,1086,3,773,6119.982000
43900,1087,2,778,4049.988000
43900,1088,3,775,6074.982000
43901,1089,3,772,6119.982000
43901,1090,3,773,6119.982000
43901,1092,2,771,4079.988000
43901,1098,2,775,4049.988000
43902,1100,2,778,4049.988000
43902,1101,3,774,6119.982000
43902,1103,5,748,3612.974500
43902,1105,3,771,6119.982000
43902,1106,2,773,4079.988000
43902,1107,6,777,12149.964000
43902,1108,2,776,4049.988000
43902,1109,3,775,6074.982000
43902,1114,4,745,3239.040000
43904,1126,2,753,4293.924000
43906,1143,5,775,10124.970000
43906,1144,2,777,4049.988000
43906,1151,3,774,6119.982000
43906,1153,3,776,6074.982000
43909,1182,2,777,4049.988000
43909,1183,3,776,6074.982000
43909,1186,2,774,4079.988000
43909,1187,3,778,6074.982000
43910,1193,4,758,3499.176000
43910,1195,2,749,4293.924000
43911,1218,2,753,4293.924000
43913,1238,4,776,8099.976000
43913,1239,2,771,4079.988000
43913,1242,2,778,4049.988000
43913,1244,5,777,10124.970000
43913,1245,4,775,8099.976000
43915,1255,2,778,4049.988000
43916,1256,5,775,10124.970000
43916,1258,6,776,12149.964000
43916,1261,3,774,6119.982000
43916,1265,2,773,4079.988000
43916,1268,2,772,4079.988000
43917,1272,2,753,4293.924000
43917,1277,5,754,4373.970000
43917,1280,7,758,6123.558000
43918,1284,1,752,3578.270000
43919,1285,1,753,3578.270000
43920,1286,1,752,3578.270000
43921,1287,1,752,3578.270000
43922,1288,1,749,3578.270000
43923,1289,1,751,3578.270000
43924,1290,1,749,3578.270000
43925,1291,1,753,3578.270000
43926,1292,1,778,3374.990000
43927,1293,1,753,3578.270000
43928,1294,1,752,3578.270000
43930,1296,1,751,3578.270000
43931,1297,1,752,3578.270000
43932,1298,1,753,3578.270000
43933,1299,1,774,3399.990000
43934,1300,1,773,3399.990000
43936,1302,1,750,3578.270000
43937,1303,1,751,3578.270000
43938,1304,1,749,3578.270000
43939,1305,1,751,3578.270000
43941,1307,1,753,3578.270000
43942,1308,1,749,3578.270000
43944,1310,1,771,3399.990000
43945,1311,1,749,3578.270000
43946,1312,1,752,3578.270000
43947,1313,1,749,3578.270000
43948,1314,1,772,3399.990000
43949,1315,1,749,3578.270000
43950,1316,1,750,3578.270000
43951,1317,1,750,3578.270000
43952,1318,1,751,3578.270000
43954,1320,1,750,3578.270000
43955,1321,1,753,3578.270000
43956,1322,1,771,3399.990000
43957,1323,1,752,3578.270000
43958,1324,1,751,3578.270000
43959,1325,1,775,3374.990000
43960,1326,1,776,3374.990000
43961,1327,1,750,3578.270000
43962,1328,1,751,3578.270000
43963,1329,1,753,3578.270000
43964,1330,1,751,3578.270000
43965,1331,1,778,3374.990000
43966,1332,1,774,3399.990000
43967,1333,1,752,3578.270000
43968,1334,1,752,3578.270000
43969,1335,1,749,3578.270000
43970,1336,1,750,3578.270000
43971,1337,1,753,3578.270000
43972,1338,1,753,3578.270000
43973,1339,1,751,3578.270000
43974,1340,1,751,3578.270000
43975,1341,1,751,3578.270000
43976,1342,1,749,3578.270000
43977,1343,1,751,3578.270000
43978,1344,1,749,3578.270000
43980,1346,1,778,3374.990000
43981,1347,1,753,3578.270000
43983,1349,1,753,3578.270000
43984,1350,1,750,3578.270000
43985,1351,1,752,3578.270000
43986,1352,1,749,3578.270000
43987,1353,1,749,3578.270000
43988,1354,1,771,3399.990000
43989,1355,1,751,3578.270000
43990,1356,1,771,3399.990000
43991,1357,1,749,3578.270000
43992,1358,1,750,3578.270000
43993,1359,1,753,3578.270000
43994,1360,1,753,3578.270000
43995,1361,1,751,3578.270000
43996,1362,1,749,3578.270000
43997,1363,1,749,3578.270000
43998,1364,1,775,3374.990000
43999,1365,1,750,3578.270000
44000,1366,1,750,3578.270000
44001,1367,1,752,3578.270000
44004,1370,1,749,3578.270000
44006,1372,1,749,3578.270000
44008,1374,1,751,3578.270000
44009,1375,1,753,3578.270000
44010,1376,1,749,3578.270000
44011,1377,1,749,3578.270000
44012,1378,1,776,3374.990000
44013,1379,1,751,3578.270000
44014,1380,1,752,3578.270000
44015,1381,1,750,3578.270000
44016,1382,1,777,3374.990000
44017,1383,1,749,3578.270000
44018,1384,1,777,3374.990000
44019,1385,1,749,3578.270000
44020,1386,1,750,3578.270000
44021,1387,1,775,3374.990000
44022,1388,1,752,3578.270000
44023,1389,1,776,3374.990000
44024,1390,1,753,3578.270000
44025,1391,1,753,3578.270000
44026,1392,1,749,3578.270000
44027,1393,1,749,3578.270000
44028,1394,1,751,3578.270000
44029,1395,1,777,3374.990000
44030,1396,1,750,3578.270000
44031,1397,1,752,3578.270000
44032,1398,1,771,3399.990000
44033,1399,1,753,3578.270000
44034,1400,1,752,3578.270000
44035,1401,1,751,3578.270000
44036,1402,1,749,3578.270000
44038,1404,1,771,3399.990000
44040,1406,1,778,3374.990000
44041,1407,1,752,3578.270000
44042,1408,1,752,3578.270000
44043,1409,1,750,3578.270000
44044,1410,1,753,3578.270000
44045,1411,1,771,3399.990000
44046,1412,1,752,3578.270000
44047,1413,1,771,3399.990000
44048,1414,1,753,3578.270000
44049,1415,1,753,3578.270000
44050,1416,1,749,3578.270000
44051,1417,1,749,3578.270000
44052,1418,1,753,3578.270000
44054,1420,1,753,3578.270000
44055,1421,1,749,3578.270000
44056,1422,1,753,3578.270000
44058,1424,1,777,3374.990000
44059,1425,1,752,3578.270000
44061,1427,1,749,3578.270000
44062,1428,1,749,3578.270000
44063,1429,1,771,3399.990000
44064,1430,1,749,3578.270000
44065,1431,1,749,3578.270000
44066,1432,1,771,3399.990000
44067,1433,1,749,3578.270000
44068,1434,1,752,3578.270000
44069,1435,1,776,3374.990000
44070,1436,1,776,3374.990000
44071,1437,1,752,3578.270000
44072,1438,1,750,3578.270000
44073,1439,1,778,3374.990000
44075,1444,4,771,8159.976000
44075,1446,2,778,4049.988000
44075,1449,2,775,4049.988000
44075,1450,2,772,4079.988000
44078,1465,3,777,6074.982000
44078,1466,2,772,4079.988000
44078,1467,5,778,10124.970000
44078,1469,2,771,4079.988000
44079,1480,2,753,4293.924000
44081,1500,5,775,10124.970000
44081,1507,2,772,4079.988000
44081,1509,3,776,6074.982000
44081,1510,2,777,4049.988000
44081,1511,4,774,8159.976000
44084,1519,2,778,4049.988000
44084,1520,2,772,4079.988000
44085,1528,4,753,8587.848000
44086,1542,3,771,6119.982000
44086,1545,4,773,8159.976000
44086,1546,4,775,8099.976000
44086,1547,5,776,10124.970000
44086,1548,4,772,8159.976000
44086,1550,5,774,10199.970000
44086,1552,5,743,3573.521500
44086,1553,4,778,8099.976000
44087,1563,2,749,4293.924000
44094,1616,2,771,4079.988000
44095,1617,5,773,10199.970000
44095,1618,2,772,4079.988000
44095,1619,4,774,8159.976000
44095,1620,3,775,6074.982000
44095,1621,5,777,10124.970000
44096,1626,2,777,4049.988000
44096,1627,2,771,4079.988000
44098,1640,2,773,4079.988000
44098,1645,3,777,6074.982000
44099,1650,4,753,8587.848000
44100,1653,4,778,8099.976000
44100,1656,7,776,14174.958000
44100,1657,3,774,6119.982000
44100,1659,5,745,4048.800000
44100,1660,11,777,21101.787476
44100,1666,2,771,4079.988000
44100,1669,4,775,8099.976000
44100,1671,3,772,6119.982000
44101,1675,4,749,8587.848000
44109,1724,2,753,4293.924000
44110,1746,4,756,3499.176000
44112,1775,8,775,16199.952000
44112,1776,5,776,10124.970000
44113,1778,4,775,8099.976000
44113,1781,2,774,4079.988000
44113,1783,6,777,12149.964000
44113,1784,2,771,4079.988000
44113,1791,4,778,8099.976000
44114,1807,3,753,6440.886000
44114,1812,5,758,4373.970000
44115,1815,2,777,4049.988000
44115,1820,3,775,6074.982000
44115,1821,2,771,4079.988000
44115,1823,7,774,14279.958000
44115,1825,4,778,8099.976000
44115,1828,2,773,4079.988000
44115,1831,9,772,18359.946000
44116,1835,2,772,4079.988000
44116,1837,3,777,6074.982000
44116,1839,3,773,6119.982000
44119,1862,4,771,8159.976000
44119,1863,7,773,14279.958000
44119,1864,2,772,4079.988000
44119,1866,5,774,10199.970000
44119,1867,4,778,8099.976000
44119,1869,2,777,4049.988000
44120,1874,2,772,4079.988000
44120,1875,2,775,4049.988000
44120,1876,3,776,6074.982000
44120,1877,4,773,8159.976000
44121,1887,9,771,18359.946000
44121,1889,2,778,4049.988000
44121,1890,2,774,4079.988000
44121,1893,2,772,4079.988000
44121,1895,2,776,4049.988000
44121,1896,8,773,16319.952000
44121,1898,3,777,6074.982000
44126,1929,2,772,4079.988000
44126,1930,2,777,4049.988000
44127,1933,2,774,4079.988000
44127,1935,6,742,4335.569400
44127,1939,3,778,6074.982000
44127,1941,5,776,10124.970000
44127,1943,6,777,12149.964000
44127,1944,6,775,12149.964000
44127,1947,5,772,10199.970000
44127,1949,4,741,3274.800000
44127,1950,6,773,12239.964000
44127,1953,5,771,10199.970000
44128,1955,3,775,6074.982000
44128,1963,2,772,4079.988000
44129,1969,6,755,5248.764000
44129,1983,2,749,4293.924000
44129,1984,10,754,8747.940000
44129,1987,4,753,8587.848000
44129,1990,9,758,7873.146000
44130,1996,6,771,12239.964000
44130,1997,4,776,8099.976000
44130,2000,3,778,6074.982000
44130,2003,3,775,6074.982000
44131,2007,3,776,6074.982000
44131,2011,2,771,4079.988000
44131,2012,2,778,4049.988000
44132,2015,2,778,4049.988000
44133,2019,5,755,4373.970000
44133,2025,4,753,8587.848000
44134,2033,1,749,3578.270000
44135,2034,1,749,3578.270000
44136,2035,1,750,3578.270000
44137,2036,1,753,3578.270000
44138,2037,1,749,3578.270000
44139,2038,1,750,3578.270000
44140,2039,1,750,3578.270000
44141,2040,1,752,3578.270000
44142,2041,1,752,3578.270000
44143,2042,1,752,3578.270000
44144,2043,1,751,3578.270000
44145,2044,1,749,3578.270000
44146,2045,1,752,3578.270000
44147,2046,1,749,3578.270000
44148,2047,1,749,3578.270000
44149,2048,1,751,3578.270000
44150,2049,1,751,3578.270000
44152,2051,1,773,3399.990000
44153,2052,1,751,3578.270000
44154,2053,1,750,3578.270000
44155,2054,1,752,3578.270000
44156,2055,1,773,3399.990000
44157,2056,1,753,3578.270000
44158,2057,1,750,3578.270000
44159,2058,1,750,3578.270000
44160,2059,1,751,3578.270000
44161,2060,1,753,3578.270000
44162,2061,1,750,3578.270000
44163,2062,1,753,3578.270000
44164,2063,1,749,3578.270000
44165,2064,1,752,3578.270000
44167,2066,1,753,3578.270000
44168,2067,1,752,3578.270000
44169,2068,1,750,3578.270000
44170,2069,1,753,3578.270000
44171,2070,1,752,3578.270000
44173,2072,1,751,3578.270000
44174,2073,1,750,3578.270000
44175,2074,1,752,3578.270000
44176,2075,1,753,3578.270000
44177,2076,1,777,3374.990000
44178,2077,1,751,3578.270000
44179,2078,1,777,3374.990000
44180,2079,1,774,3399.990000
44181,2080,1,751,3578.270000
44182,2081,1,749,3578.270000
44183,2082,1,749,3578.270000
44184,2083,1,753,3578.270000
44185,2084,1,749,3578.270000
44186,2085,1,774,3399.990000
44187,2086,1,752,3578.270000
44190,2089,1,775,3374.990000
44191,2090,1,749,3578.270000
44192,2091,1,751,3578.270000
44193,2092,1,751,3578.270000
44194,2093,1,749,3578.270000
44195,2094,1,752,3578.270000
44196,2095,1,753,3578.270000
44197,2096,1,751,3578.270000
44198,2097,1,749,3578.270000
44199,2098,1,752,3578.270000
44200,2099,1,750,3578.270000
44201,2100,1,752,3578.270000
44202,2101,1,750,3578.270000
44203,2102,1,751,3578.270000
44205,2104,1,751,3578.270000
44206,2105,1,774,3399.990000
44207,2106,1,752,3578.270000
44208,2107,1,774,3399.990000
44209,2108,1,750,3578.270000
44210,2109,1,749,3578.270000
44211,2110,1,752,3578.270000
44212,2111,1,751,3578.270000
44213,2112,1,749,3578.270000
44214,2113,1,750,3578.270000
44215,2114,1,751,3578.270000
44216,2115,1,753,3578.270000
44217,2116,1,749,3578.270000
44218,2117,1,750,3578.270000
44220,2119,1,772,3399.990000
44221,2120,1,753,3578.270000
44222,2121,1,750,3578.270000
44223,2122,1,749,3578.270000
44224,2123,1,753,3578.270000
44226,2125,1,752,3578.270000
44227,2126,1,776,3374.990000
44228,2127,1,771,3399.990000
44229,2128,1,771,3399.990000
44230,2129,1,751,3578.270000
44232,2131,1,751,3578.270000
44233,2132,1,749,3578.270000
44234,2133,1,751,3578.270000
44235,2134,1,752,3578.270000
44236,2135,1,751,3578.270000
44237,2136,1,749,3578.270000
44238,2137,1,750,3578.270000
44239,2138,1,750,3578.270000
44240,2139,1,750,3578.270000
44241,2140,1,752,3578.270000
44242,2141,1,752,3578.270000
44243,2142,1,751,3578.270000
44244,2143,1,751,3578.270000
44246,2145,1,751,3578.270000
44247,2146,1,749,3578.270000
44248,2147,1,752,3578.270000
44249,2148,1,752,3578.270000
44250,2149,1,751,3578.270000
44251,2150,1,750,3578.270000
44252,2151,1,751,3578.270000
44253,2152,1,749,3578.270000
44254,2153,1,753,3578.270000
44256,2155,1,751,3578.270000
44257,2156,1,752,3578.270000
44258,2157,1,749,3578.270000
44259,2158,1,751,3578.270000
44260,2159,1,751,3578.270000
44261,2160,1,751,3578.270000
44263,2162,1,749,3578.270000
44264,2163,1,752,3578.270000
44268,2167,1,751,3578.270000
44270,2169,1,753,3578.270000
44271,2170,1,753,3578.270000
44272,2171,1,750,3578.270000
44273,2172,1,750,3578.270000
44274,2173,1,753,3578.270000
44275,2174,1,750,3578.270000
44276,2175,1,752,3578.270000
44277,2176,1,750,3578.270000
44278,2177,1,749,3578.270000
44279,2178,1,752,3578.270000
44282,2181,4,773,8159.976000
44282,2188,2,772,4079.988000
44282,2194,8,775,16199.952000
44282,2195,3,771,6119.982000
44283,2196,8,758,6998.352000
44283,2200,2,753,4293.924000
44283,2202,12,770,4768.409520
44283,2204,8,763,3355.671200
44283,2221,6,754,5248.764000
44284,2225,7,778,14174.958000
44284,2228,6,772,12239.964000
44284,2229,4,774,8159.976000
44284,2231,4,771,8159.976000
44284,2233,10,776,20249.940000
44284,2234,4,775,8099.976000
44284,2235,4,777,8099.976000
44284,2236,4,773,8159.976000
44285,2240,2,775,4049.988000
44285,2242,3,771,6119.982000
44285,2244,2,778,4049.988000
44285,2245,4,774,8159.976000
44285,2246,5,773,10199.970000
44285,2247,4,772,8159.976000
44285,2248,2,776,4049.988000
44285,2249,3,777,6074.982000
44287,2258,2,773,4079.988000
44287,2259,2,777,4049.988000
44287,2262,3,771,6119.982000
44288,2293,3,749,6440.886000
44293,2314,3,753,6440.886000
44293,2334,2,752,4293.924000
44294,2336,4,775,8099.976000
44294,2338,4,774,8159.976000
44294,2339,6,771,12239.964000
44294,2340,4,778,8099.976000
44294,2342,4,776,8099.976000
44294,2343,5,777,10124.970000
44294,2345,2,773,4079.988000
44296,2362,3,750,6440.886000
44296,2365,5,749,10734.810000
44298,2402,5,753,10734.810000
44299,2428,5,751,10734.810000
44299,2431,2,753,4293.924000
44299,2441,2,749,4293.924000
44300,2450,4,758,3499.176000
44301,2464,5,750,10734.810000
44304,2482,2,777,4049.988000
44304,2483,3,776,6074.982000
44304,2486,5,775,10124.970000
44304,2488,4,774,8159.976000
44304,2490,3,772,6119.982000
44305,2491,2,778,4049.988000
44305,2492,2,771,4079.988000
44305,2493,2,773,4079.988000
44305,2494,2,774,4079.988000
44306,2506,2,749,4293.924000
44308,2535,2,776,4049.988000
44308,2539,2,774,4079.988000
44308,2540,2,777,4049.988000
44309,2547,2,753,4293.924000
44309,2561,3,751,6440.886000
44313,2580,3,752,6440.886000
44314,2605,5,753,10734.810000
44314,2606,10,770,4194.589000
44314,2611,3,749,6440.886000
44317,2630,4,755,3499.176000
44317,2638,8,760,3355.671200
44317,2654,2,749,4293.924000
44318,2661,6,775,12149.964000
44318,2662,2,776,4049.988000
44318,2663,2,773,4079.988000
44319,2664,2,778,4049.988000
44319,2669,4,776,8099.976000
44319,2671,2,775,4049.988000
44319,2674,6,777,12149.964000
44319,2677,2,773,4079.988000
44320,2678,1,753,3578.270000
44321,2679,1,750,3578.270000
44323,2681,1,771,3399.990000
44324,2682,1,750,3578.270000
44325,2683,1,778,3374.990000
44326,2684,1,751,3578.270000
44327,2685,1,753,3578.270000
44328,2686,1,749,3578.270000
44329,2687,1,750,3578.270000
44330,2688,1,751,3578.270000
44331,2689,1,750,3578.270000
44332,2690,1,749,3578.270000
44333,2691,1,772,3399.990000
44334,2692,1,750,3578.270000
44336,2694,1,772,3399.990000
44337,2695,1,778,3374.990000
44338,2696,1,753,3578.270000
44339,2697,1,750,3578.270000
44340,2698,1,753,3578.270000
44341,2699,1,775,3374.990000
44343,2701,1,753,3578.270000
44344,2702,1,749,3578.270000
44345,2703,1,752,3578.270000
44347,2705,1,751,3578.270000
44348,2706,1,752,3578.270000
44349,2707,1,750,3578.270000
44350,2708,1,751,3578.270000
44351,2709,1,753,3578.270000
44352,2710,1,750,3578.270000
44355,2713,1,774,3399.990000
44356,2714,1,772,3399.990000
44357,2715,1,749,3578.270000
44358,2716,1,749,3578.270000
44359,2717,1,750,3578.270000
44360,2718,1,750,3578.270000
44361,2719,1,749,3578.270000
44362,2720,1,749,3578.270000
44363,2721,1,751,3578.270000
44364,2722,1,775,3374.990000
44365,2723,1,752,3578.270000
44366,2724,1,752,3578.270000
44368,2726,1,753,3578.270000
44369,2727,1,749,3578.270000
44370,2728,1,752,3578.270000
44371,2729,1,750,3578.270000
44372,2730,1,749,3578.270000
44373,2731,1,749,3578.270000
44374,2732,1,749,3578.270000
44375,2733,1,749,3578.270000
44376,2734,1,776,3374.990000
44377,2735,1,749,3578.270000
44378,2736,1,776,3374.990000
44379,2737,1,778,3374.990000
44380,2738,1,749,3578.270000
44381,2739,1,752,3578.270000
44382,2740,1,774,3399.990000
44383,2741,1,749,3578.270000
44384,2742,1,750,3578.270000
44385,2743,1,753,3578.270000
44386,2744,1,751,3578.270000
44387,2745,1,778,3374.990000
44388,2746,1,749,3578.270000
44389,2747,1,752,3578.270000
44390,2748,1,753,3578.270000
44391,2749,1,752,3578.270000
44392,2750,1,753,3578.270000
44393,2751,1,772,3399.990000
44394,2752,1,752,3578.270000
44395,2753,1,753,3578.270000
44396,2754,1,772,3399.990000
44398,2756,1,751,3578.270000
44399,2757,1,750,3578.270000
44400,2758,1,751,3578.270000
44401,2759,1,751,3578.270000
44402,2760,1,753,3578.270000
44403,2761,1,777,3374.990000
44404,2762,1,753,3578.270000
44405,2763,1,749,3578.270000
44406,2764,1,752,3578.270000
44407,2765,1,778,3374.990000
44408,2766,1,778,3374.990000
44410,2768,1,749,3578.270000
44411,2769,1,751,3578.270000
44412,2770,1,776,3374.990000
44413,2771,1,749,3578.270000
44414,2772,1,750,3578.270000
44415,2773,1,751,3578.270000
44416,2774,1,772,3399.990000
44417,2775,1,750,3578.270000
44418,2776,1,750,3578.270000
44419,2777,1,749,3578.270000
44420,2778,1,750,3578.270000
44421,2779,1,752,3578.270000
44423,2781,1,752,3578.270000
44424,2782,1,751,3578.270000
44425,2783,1,750,3578.270000
44426,2784,1,753,3578.270000
